gene,orthologs
Ahg352841,AT4G38340
Ahg352843,AT4G38360
Ahg352898,AT4G39000
Ahg352903,AT1G29880
Ahg352944,AT4G39510
Ahg352947,AT4G39530
Ahg353011,AT4G40010
Ahg353015,AT4G40042
Ahg353016,AT4G40045
Ahg353021,AT4G40080
Ahg353023,AT2G22475
Ahg353031,AT4G38070
Ahg353036,AT4G38030
Ahg353047,AT4G37900
Ahg353053,AT4G37860
Ahg353057,AT4G37810
Ahg353102,AT4G37360
Ahg353119,AT4G36930
Ahg353127,AT4G37000
Ahg353160,AT4G36820
Ahg353186,AT4G36550
Ahg353194,AT4G36450
Ahg353240,AT4G35890
Ahg353278,AT4G33270
Ahg353299,AT2G17265
Ahg353319,AT4G35110
Ahg353351,AT4G34740
Ahg353391,AT4G34330
Ahg353398,AT1G04640
Ahg353421,AT4G34100
Ahg353424,AT4G34060
Ahg353449,AT4G33820
Ahg353450,AT4G33810
Ahg353479,AT5G07950
Ahg353481,AT4G33450
Ahg353497,AT4G33230
Ahg353505,AT4G33150
Ahg353523,AT4G33020
Ahg353533,AT4G32930
Ahg353547,AT4G32810
Ahg353556,AT4G32710
Ahg353559,AT4G32680
Ahg353573,AT4G32540
Ahg353574,AT3G26480
Ahg353606,AT4G32200
Ahg353618,AT4G32620
Ahg353621,AT4G32090
Ahg353622,AT4G32080
Ahg353623,AT4G32070
Ahg353659,AT5G37170
Ahg353664,AT4G31615
Ahg353690,AT5G01560
Ahg353700,AT4G31210
Ahg353717,AT4G31000
Ahg353719,AT2G24280
Ahg353720,AT4G30990
Ahg353746,AT4G30680
Ahg353756,AT4G30540
Ahg353759,AT4G30500
Ahg353815,AT4G29880
Ahg353897,AT4G29050
Ahg353917,AT4G28840
Ahg354000,AT4G27970
Ahg354010,AT4G27860
Ahg354063,AT4G27380
Ahg354097,AT4G27010
Ahg354113,AT4G26820
Ahg354168,AT4G26210
Ahg354185,AT4G26010
Ahg354188,AT4G25990
Ahg354208,AT4G25810
Ahg354228,AT4G25560
Ahg354233,AT4G25515
Ahg354244,AT4G25410
Ahg354257,AT4G25270
Ahg354330,AT4G24430
Ahg354336,AT4G24340
Ahg354358,AT4G24150
Ahg354376,AT4G23950
Ahg354394,AT4G23780
Ahg354433,AT4G23350
Ahg354468,AT4G22960
Ahg354499,AT4G22690
Ahg354506,AT4G22660
Ahg354556,AT4G22060
Ahg354567,AT4G21940
Ahg354569,AT4G19220
Ahg354574,AT4G22300
Ahg354580,AT4G21910
Ahg354582,AT4G21903
Ahg354584,AT4G21895
Ahg354592,AT4G21850
Ahg354595,AT4G21830
Ahg354611,AT4G21700
Ahg354612,AT4G21690
Ahg354618,AT4G21630
Ahg354619,AT4G21630
Ahg354635,AT4G21480
Ahg354651,AT4G21330
Ahg354696,AT4G20860
Ahg354710,AT4G20430
Ahg354720,AT4G20340
Ahg354732,AT4G20140
Ahg354739,AT4G20060
Ahg354748,AT2G17785
Ahg354756,AT4G11770
Ahg354764,AT3G54070
Ahg354766,AT3G48000
Ahg354767,AT5G35935
Ahg354789,AT3G18100
Ahg354793,AT1G30600
Ahg354800,AT4G19550
Ahg354804,AT4G19470
Ahg354810,AT4G19410
Ahg354881,AT4G18650
Ahg354904,AT1G23201
Ahg354918,AT4G18320
Ahg354934,AT4G17590
Ahg354950,AT4G17990
Ahg354951,AT4G17990
Ahg354960,AT4G17910
Ahg354975,AT4G17780
Ahg354984,AT4G17700
Ahg354992,AT4G17616
Ahg354999,AT4G17565
Ahg355042,AT4G17140
Ahg355089,AT4G16570
Ahg355102,AT4G16530
Ahg355122,AT4G16370
Ahg355126,AT4G16330
Ahg355138,AT4G16230
Ahg355139,AT1G31970
Ahg355148,AT4G16150
Ahg355149,AT4G16146
Ahg355153,AT4G16130
Ahg355180,AT5G38550
Ahg355185,AT4G15810
Ahg355191,AT4G15765
Ahg355195,AT4G15750
Ahg355235,AT4G15440
Ahg355245,AT1G65670
Ahg355248,AT4G15310
Ahg355259,AT4G15236
Ahg355279,AT1G09000
Ahg355292,AT3G22380
Ahg355315,AT4G15390
Ahg355323,AT4G14730
Ahg355343,AT4G14590
Ahg355384,AT4G14280
Ahg355402,AT4G14145
Ahg355403,AT3G27884
Ahg355413,AT4G14140
Ahg355442,AT4G13710
Ahg355445,AT4G13690
Ahg355453,AT4G13630
Ahg355455,AT4G08990
Ahg355465,AT4G13540
Ahg355482,AT5G56500
Ahg355491,AT1G69680
Ahg355494,AT5G32460
Ahg355525,AT5G49080
Ahg355547,AT5G35580
Ahg355577,AT5G35910
Ahg355584,AT5G35960
Ahg355629,AT1G14780
Ahg355644,AT3G55210
Ahg355656,AT5G37150
Ahg355720,AT3G32904
Ahg355724,AT2G32980
Ahg355725,AT2G33435
Ahg355742,AT5G37860
Ahg355743,AT4G00753
Ahg355755,AT1G07910
Ahg355758,AT2G18196
Ahg355773,AT4G38200
Ahg355774,AT4G38225
Ahg355776,AT3G32960
Ahg355779,AT5G41940
Ahg355810,AT5G41690
Ahg355852,AT1G45100
Ahg355871,AT5G41050
Ahg355876,AT3G59290
Ahg355882,AT5G40930
Ahg355897,AT5G05820
Ahg355911,AT5G40680
Ahg355923,AT5G40600
Ahg355933,AT5G40500
Ahg355947,AT5G40405
Ahg355983,AT5G41690
Ahg355985,AT5G40030
Ahg355993,AT4G04910
Ahg355996,AT5G39995
Ahg356016,AT5G39840
Ahg356074,AT5G39310
Ahg356097,AT2G15025
Ahg356101,AT5G38870
Ahg356106,AT5G38820
Ahg356111,AT5G38730
Ahg356132,AT5G38520
Ahg356151,AT1G49980
Ahg356158,AT5G38360
Ahg356160,AT5G38360
Ahg356177,AT4G16690
Ahg356181,AT5G16590
Ahg356183,AT5G38150
Ahg356210,AT5G37890
Ahg356214,AT4G38120
Ahg356260,AT5G47350
Ahg356279,AT5G47140
Ahg356289,AT5G47790
Ahg356317,AT5G46810
Ahg356337,AT5G46600
Ahg356357,AT5G46430
Ahg356363,AT5G46380
Ahg356368,AT5G46330
Ahg356389,ATMG00160
Ahg356397,AT5G46030
Ahg356399,AT3G04620
Ahg356408,AT5G18280
Ahg356432,AT5G45740
Ahg356437,AT5G45690
Ahg356449,AT5G45580
Ahg356451,AT5G45550
Ahg356455,AT5G45520
Ahg356466,AT5G45460
Ahg356470,AT5G45500
Ahg356474,AT2G37840
Ahg356475,AT2G37860
Ahg356484,AT5G45300
Ahg356488,AT5G45276
Ahg356493,AT5G45276
Ahg356517,AT5G45230
Ahg356527,AT5G45190
Ahg356549,AT5G45020
Ahg356572,AT5G45000
Ahg356600,AT5G44720
Ahg356638,AT5G44380
Ahg356646,AT2G18020
Ahg356649,AT1G50000
Ahg356659,AT5G44240
Ahg356670,AT5G44140
Ahg356687,AT5G44000
Ahg356702,AT5G43840
Ahg356713,AT5G43760
Ahg356714,AT5G43745
Ahg356728,AT5G43720
Ahg356742,AT5G43450
Ahg356760,AT2G41945
Ahg356803,AT3G46210
Ahg356828,AT5G42900
Ahg356872,AT4G39880
Ahg356893,AT1G66750
Ahg356894,AT3G24220
Ahg356912,AT5G42350
Ahg356991,AT1G70770
Ahg357025,AT5G48220
Ahg357028,AT5G48250
Ahg357041,AT5G48380
Ahg357044,AT5G48410
Ahg357056,AT5G48510
Ahg357068,AT5G48580
Ahg357071,AT5G48630
Ahg357124,AT5G48750
Ahg357131,AT4G39560
Ahg357142,AT3G49270
Ahg357174,AT5G49240
Ahg357183,AT5G49390
Ahg357185,AT5G49410
Ahg357219,AT5G49690
Ahg357249,AT5G26240
Ahg357318,AT5G50650
Ahg357348,AT5G51000
Ahg357353,AT5G51050
Ahg357356,AT5G51080
Ahg357390,AT5G51490
Ahg357414,AT5G51770
Ahg357417,AT5G51800
Ahg357440,AT5G52010
Ahg357447,AT5G52060
Ahg357483,AT5G52410
Ahg357492,AT5G52500
Ahg357510,AT5G52700
Ahg357513,AT5G52770
Ahg357521,AT5G52860
Ahg357563,AT5G53200
Ahg357572,AT1G21281
Ahg357577,AT5G53320
Ahg357601,AT5G53560
Ahg357610,AT5G53620
Ahg357611,AT3G05450
Ahg357624,AT5G53620
Ahg357625,AT5G54260
Ahg357626,AT5G11000
Ahg357627,AT5G53780
Ahg357629,AT5G53790
Ahg357679,AT5G54230
Ahg357730,AT5G54750
Ahg357761,AT5G55080
Ahg357809,AT5G55690
Ahg357817,AT5G55820
Ahg357880,AT1G48160
Ahg357882,AT5G56560
Ahg357912,AT5G56950
Ahg357916,AT5G56990
Ahg357944,AT5G57230
Ahg357995,AT5G57770
Ahg358000,AT5G57820
Ahg358009,AT5G57950
Ahg358051,AT5G58340
Ahg358061,AT5G58450
Ahg358079,AT5G58610
Ahg358097,AT5G58790
Ahg358185,AT5G59650
Ahg358193,AT5G59770
Ahg358204,AT5G59870
Ahg358205,AT5G59870
Ahg358221,AT5G60050
Ahg358235,AT5G60170
Ahg358240,AT5G60220
Ahg358254,AT5G60440
Ahg358267,AT5G60590
Ahg358290,AT5G60840
Ahg358300,AT5G60930
Ahg358310,AT5G61030
Ahg358315,AT5G61100
Ahg358316,AT5G61110
Ahg358320,AT5G61150
Ahg358332,AT5G61270
Ahg358337,AT5G61330
Ahg358371,AT5G61680
Ahg358375,AT5G61730
Ahg358384,AT5G61790
Ahg358424,AT5G62270
Ahg358442,AT5G62410
Ahg358443,AT5G62420
Ahg358451,AT5G62510
Ahg358455,AT5G62550
Ahg358465,AT5G62660
Ahg358470,AT5G62660
Ahg358487,AT5G62800
Ahg358506,AT4G06613
Ahg358511,AT5G63010
Ahg358516,AT5G63063
Ahg358545,AT5G63420
Ahg358554,AT5G63520
Ahg358659,AT5G64552
Ahg358710,AT5G65120
Ahg358729,AT5G65280
Ahg358733,AT5G65320
Ahg358736,AT5G65370
Ahg358754,AT5G65550
Ahg358759,AT5G65600
Ahg358769,AT5G65687
Ahg358770,AT5G65670
Ahg358775,AT5G43560
Ahg358793,AT5G65925
Ahg358798,AT5G67590
Ahg358814,AT5G67430
Ahg358820,AT5G67390
Ahg358826,AT5G67340
Ahg358841,AT5G67180
Ahg358854,AT5G67050
Ahg358861,AT5G66990
Ahg358896,AT5G17890
Ahg358942,AT5G66120
Ahg358961,AT4G13510
Ahg358962,AT4G13490
Ahg358968,AT4G13440
Ahg358974,AT4G13420
Ahg358984,AT4G13350
Ahg358997,AT5G41900
Ahg358998,AT3G09110
Ahg359005,AT4G13266
Ahg359010,AT5G61530
Ahg359012,AT4G13240
Ahg359014,AT4G17565
Ahg359025,AT3G12915
Ahg359028,AT5G03420
Ahg359033,AT1G47350
Ahg359035,AT4G13100
Ahg359038,AT4G13090
Ahg359039,AT4G13090
Ahg359063,AT4G13000
Ahg359088,AT4G12840
Ahg359089,AT4G12830
Ahg359097,AT2G35190
Ahg359101,AT1G27770
Ahg359111,AT1G28380
Ahg359112,AT1G23360
Ahg359114,AT4G08110
Ahg359123,AT4G12700
Ahg359133,AT2G21060
Ahg359205,AT5G56970
Ahg359214,AT5G50340
Ahg359220,AT1G78280
Ahg359227,AT5G42800
Ahg359258,AT5G67100
Ahg359264,AT2G31955
Ahg359273,AT1G12760
Ahg359290,AT5G16550
Ahg359293,AT2G39130
Ahg359318,AT5G65600
Ahg359324,AT5G43370
Ahg359335,AT2G32350
Ahg359343,AT2G27350
Ahg359346,AT3G46490
Ahg359357,AT1G77600
Ahg359365,AT2G29040
Ahg359368,AT3G06920
Ahg359372,AT5G57190
Ahg359400,AT2G46890
Ahg359413,AT2G30110
Ahg359415,AT5G52500
Ahg359426,AT1G54560
Ahg359442,AT5G55860
Ahg359447,AT3G23480
Ahg359459,AT1G78660
Ahg359466,AT5G60840
Ahg359469,AT5G60840
Ahg359470,AT5G60840
Ahg359476,AT5G28510
Ahg359482,AT5G58840
Ahg359489,AT2G30920
Ahg359494,AT3G14020
Ahg359504,AT5G61090
Ahg359508,AT2G40070
Ahg359510,AT2G47300
Ahg359531,AT2G30240
Ahg359541,AT1G70770
Ahg359579,AT2G21060
Ahg359584,AT5G56340
Ahg359589,AT2G44240
Ahg359594,AT3G15470
Ahg359596,AT5G52870
Ahg359604,AT2G43700
Ahg359609,AT3G11030
Ahg359610,AT5G66030
Ahg359611,AT4G38590
Ahg359633,AT5G55100
Ahg359646,AT2G27900
Ahg359650,AT1G09000
Ahg359673,AT3G21480
Ahg359679,AT5G50115
Ahg359707,AT1G33020
Ahg359723,AT5G45610
Ahg359729,AT2G34270
Ahg359733,AT4G01330
Ahg359737,AT3G06050
Ahg359743,AT3G05780
Ahg359747,AT1G19920
Ahg359756,AT2G39980
Ahg359757,AT5G48900
Ahg359762,AT2G27840
Ahg359763,AT3G07530
Ahg359767,AT2G45540
Ahg359773,AT3G17205
Ahg359775,AT5G52030
Ahg359776,AT2G37670
Ahg359787,AT3G22250
Ahg359794,AT4G27010
Ahg359796,AT3G13120
Ahg359798,AT5G54190
Ahg359800,AT1G48900
Ahg470048,AT1G02190
Ahg470049,AT1G02180
Ahg470051,AT1G02160
Ahg470058,AT1G02120
Ahg470059,AT1G02110
Ahg470065,AT1G02090
Ahg470066,AT1G02070
Ahg470069,AT1G02065
Ahg470071,AT1G02050
Ahg470074,AT1G02010
Ahg470075,AT1G01990
Ahg470076,AT1G01980
Ahg470077,AT1G01970
Ahg470078,AT1G01960
Ahg470079,AT1G01950
Ahg470081,AT1G01930
Ahg470083,AT1G01920
Ahg470088,AT1G01910
Ahg470090,AT1G01860
Ahg470092,AT1G01830
Ahg470094,AT1G01820
Ahg470095,AT1G01810
Ahg470098,AT1G01770
Ahg470101,AT1G01730
Ahg470102,AT1G01725
Ahg470104,AT1G01710
Ahg470110,AT1G01650
Ahg470113,AT1G01630
Ahg470115,AT1G01620
Ahg470119,AT1G01580
Ahg470124,AT1G01550
Ahg470125,AT1G01540
Ahg470137,AT1G01430
Ahg470138,AT1G01420
Ahg470139,AT1G01410
Ahg470140,AT1G01390
Ahg470141,AT1G01340
Ahg470142,AT1G01320
Ahg470143,AT1G01310
Ahg470144,AT1G01305
Ahg470145,AT1G01300
Ahg470146,AT1G01280
Ahg470147,AT1G01260
Ahg470149,AT1G01250
Ahg470152,AT1G01240
Ahg470153,AT1G01230
Ahg470154,AT1G01225
Ahg470155,AT1G01220
Ahg470156,AT1G01200
Ahg470161,AT1G01140
Ahg470171,AT1G01090
Ahg470177,AT1G01060
Ahg470180,AT1G01030
Ahg470181,AT1G01020
Ahg470187,AT1G02260
Ahg470188,AT1G02270
Ahg470192,AT1G02310
Ahg470194,AT1G02335
Ahg470196,AT1G02370
Ahg470198,AT1G02390
Ahg470200,AT1G02405
Ahg470202,AT1G02420
Ahg470205,AT1G02450
Ahg470207,AT1G02470
Ahg470210,AT1G02500
Ahg470212,AT1G02510
Ahg470213,AT1G02530
Ahg470218,AT1G02580
Ahg470221,AT1G02630
Ahg470222,AT1G02640
Ahg470223,AT1G02650
Ahg470227,AT5G61710
Ahg470228,AT1G02700
Ahg470229,AT1G02710
Ahg470231,AT1G02720
Ahg470233,AT1G02740
Ahg470234,AT1G02750
Ahg470235,AT1G02780
Ahg470239,AT1G02813
Ahg470240,AT1G02816
Ahg470241,AT1G02830
Ahg470251,AT1G02860
Ahg470252,AT1G02870
Ahg470256,AT1G02880
Ahg470259,AT1G02890
Ahg470261,AT1G02900
Ahg470263,AT1G02920
Ahg470264,AT1G02930
Ahg470268,AT1G02950
Ahg470271,AT1G02960
Ahg470277,AT1G03000
Ahg470280,AT1G03030
Ahg470281,AT1G03040
Ahg470282,AT1G03050
Ahg470283,AT1G03055
Ahg470286,AT1G03070
Ahg470287,AT1G03080
Ahg470289,AT1G03090
Ahg470295,AT1G03160
Ahg470297,AT1G03180
Ahg470299,AT1G03190
Ahg470302,AT1G03220
Ahg470303,AT1G03250
Ahg470307,AT1G03290
Ahg470308,AT1G03310
Ahg470310,AT1G03320
Ahg470311,AT1G03330
Ahg470313,AT1G03350
Ahg470314,AT1G03360
Ahg470318,AT1G03440
Ahg470319,AT1G03445
Ahg470321,AT1G03457
Ahg470323,AT1G03470
Ahg470330,AT1G03550
Ahg470332,AT1G03600
Ahg470333,AT1G03610
Ahg470335,AT1G03630
Ahg470338,AT1G03680
Ahg470341,AT1G03700
Ahg470343,AT1G03710
Ahg470345,AT1G03730
Ahg470349,AT1G03760
Ahg470350,AT1G03770
Ahg470351,AT1G03780
Ahg470353,AT1G03790
Ahg470357,AT1G03840
Ahg470358,AT1G03850
Ahg470361,AT1G03860
Ahg470362,AT1G03870
Ahg470363,AT1G03880
Ahg470364,AT1G03890
Ahg470369,AT1G03495
Ahg470372,AT1G03960
Ahg470374,AT1G03970
Ahg470376,AT1G03990
Ahg470377,AT1G04000
Ahg470378,AT1G04010
Ahg470379,AT1G04020
Ahg470382,AT1G04040
Ahg470383,AT1G04050
Ahg470386,AT1G04100
Ahg470387,AT1G04110
Ahg470389,AT1G04130
Ahg470391,AT1G04140
Ahg470396,AT1G04200
Ahg470398,AT1G04220
Ahg470399,AT1G04230
Ahg470401,AT1G04250
Ahg470402,AT1G04260
Ahg470404,AT1G04270
Ahg470409,AT1G04300
Ahg470412,AT1G04350
Ahg470414,AT1G04380
Ahg470417,AT1G04400
Ahg470418,AT1G04410
Ahg470420,AT1G04430
Ahg470423,AT1G04445
Ahg470424,AT1G04450
Ahg470425,AT1G04470
Ahg470426,AT1G04480
Ahg470427,AT1G04490
Ahg470432,AT1G04520
Ahg470433,AT1G04530
Ahg470434,AT1G04540
Ahg470436,AT1G04550
Ahg470437,AT1G04555
Ahg470438,AT1G04560
Ahg470440,AT1G04580
Ahg470444,AT1G04610
Ahg470445,AT1G04620
Ahg470446,AT1G04630
Ahg470450,AT1G04645
Ahg470452,AT1G04660
Ahg470453,AT1G04670
Ahg470455,AT1G04690
Ahg470456,AT1G04700
Ahg470457,AT1G50920
Ahg470458,AT1G04710
Ahg470463,AT1G04780
Ahg470464,AT1G04790
Ahg470465,AT1G04800
Ahg470466,AT1G04810
Ahg470467,AT1G04830
Ahg470469,AT1G04850
Ahg470470,AT1G04860
Ahg470473,AT1G04880
Ahg470474,AT1G04890
Ahg470475,AT1G04900
Ahg470476,AT1G04910
Ahg470477,AT1G04920
Ahg470480,AT1G04945
Ahg470484,AT1G04960
Ahg470488,AT1G04980
Ahg470491,AT1G05000
Ahg470494,AT1G05030
Ahg470495,AT1G05055
Ahg470496,AT1G05060
Ahg470498,AT1G05070
Ahg470499,AT1G05080
Ahg470500,AT4G20720
Ahg470502,AT1G05100
Ahg470503,AT1G05120
Ahg470504,AT1G05140
Ahg470505,AT1G05150
Ahg470506,AT1G05160
Ahg470511,AT1G05180
Ahg470512,AT1G05190
Ahg470513,AT1G05200
Ahg470515,AT1G05205
Ahg470516,AT1G05210
Ahg470518,AT1G05220
Ahg470522,AT1G05250
Ahg470523,AT1G05260
Ahg470527,AT1G05300
Ahg470534,AT1G05340
Ahg470535,AT1G05350
Ahg470539,AT1G05380
Ahg470540,AT1G05385
Ahg470543,AT1G05410
Ahg470544,AT1G05430
Ahg470546,AT1G05450
Ahg470549,AT1G05490
Ahg470550,AT1G05500
Ahg470551,AT1G05510
Ahg470552,AT1G05520
Ahg470554,AT1G05540
Ahg470555,AT1G05550
Ahg470558,AT1G05577
Ahg470561,AT1G05590
Ahg470562,AT1G05600
Ahg470563,AT1G05610
Ahg470564,AT1G05620
Ahg470566,AT1G05630
Ahg470571,AT1G05670
Ahg470572,AT1G05680
Ahg470580,AT1G05730
Ahg470582,AT1G05750
Ahg470584,AT1G05780
Ahg470587,AT1G05800
Ahg470588,AT1G05805
Ahg470595,AT1G05840
Ahg470596,AT1G05850
Ahg470597,AT1G05860
Ahg470598,AT1G05870
Ahg470600,AT1G05880
Ahg470601,AT1G05890
Ahg470603,AT1G05894
Ahg470604,AT1G05900
Ahg470606,AT1G05910
Ahg470610,AT1G05970
Ahg470615,AT1G06030
Ahg470616,AT1G06040
Ahg470618,AT1G06060
Ahg470621,AT1G06090
Ahg470624,AT1G06110
Ahg470629,AT1G06140
Ahg470633,AT1G06160
Ahg470636,AT1G06180
Ahg470642,AT1G06220
Ahg470644,AT1G06240
Ahg470646,AT1G06265
Ahg470649,AT1G06290
Ahg470653,AT1G06350
Ahg470654,AT1G06360
Ahg470656,AT1G06390
Ahg470660,AT1G06410
Ahg470661,AT1G06420
Ahg470668,AT1G06475
Ahg470669,AT1G06490
Ahg470679,AT1G06580
Ahg470684,AT1G06650
Ahg470689,AT1G06680
Ahg470691,AT1G06690
Ahg470695,AT1G06720
Ahg470697,AT1G06750
Ahg470698,AT1G06760
Ahg470701,AT1G06780
Ahg470702,AT1G06800
Ahg470704,AT1G06820
Ahg470705,AT1G06830
Ahg470709,AT1G06870
Ahg470711,AT1G06890
Ahg470713,AT1G06920
Ahg470714,AT1G06930
Ahg470715,AT1G06950
Ahg470720,AT1G06980
Ahg470722,AT1G07000
Ahg470724,AT1G07010
Ahg470726,AT1G07030
Ahg470729,AT1G07070
Ahg470730,AT1G07080
Ahg470732,AT1G07110
Ahg470733,AT1G07120
Ahg470734,AT1G07135
Ahg470736,AT1G07160
Ahg470742,AT1G07240
Ahg470743,AT1G07260
Ahg470745,AT1G07280
Ahg470746,AT1G07290
Ahg470748,AT1G07310
Ahg470751,AT1G07320
Ahg470753,AT1G07330
Ahg470756,AT1G07350
Ahg470757,AT1G07360
Ahg470760,AT1G07390
Ahg470764,AT1G07430
Ahg470766,AT1G07440
Ahg470767,AT1G07450
Ahg470768,AT1G07460
Ahg470771,AT1G07470
Ahg470774,AT1G07480
Ahg470775,AT1G07485
Ahg470784,AT1G07570
Ahg470785,AT1G07590
Ahg470787,AT1G07630
Ahg470791,AT1G07650
Ahg470793,AT1G07660
Ahg470794,AT1G07670
Ahg470795,AT1G07680
Ahg470802,AT1G07720
Ahg470804,AT1G07740
Ahg470808,AT1G07750
Ahg470810,AT1G07770
Ahg470811,AT1G07790
Ahg470812,AT1G07795
Ahg470813,AT1G07810
Ahg470814,AT1G07820
Ahg470815,AT1G07830
Ahg470820,AT1G07860
Ahg470821,AT1G07870
Ahg470824,AT1G07890
Ahg470832,AT1G07910
Ahg470837,AT1G07930
Ahg470845,AT1G07950
Ahg470848,AT1G07960
Ahg470850,AT1G07985
Ahg470852,AT1G08010
Ahg470861,AT1G08060
Ahg470862,AT1G08065
Ahg470863,AT1G08070
Ahg470866,AT1G08100
Ahg470871,AT1G08135
Ahg470872,AT1G08140
Ahg470876,AT1G08150
Ahg470877,AT1G08160
Ahg470878,AT1G08170
Ahg470881,AT1G08200
Ahg470882,AT1G08210
Ahg470883,AT1G08220
Ahg470889,AT1G08280
Ahg470891,AT1G08300
Ahg470895,AT1G08340
Ahg470898,AT1G08370
Ahg470899,AT1G08380
Ahg470900,AT1G08390
Ahg470901,AT1G08400
Ahg470906,AT1G08460
Ahg470907,AT1G08465
Ahg470908,AT1G08470
Ahg470910,AT1G08490
Ahg470911,AT1G08500
Ahg470915,AT1G08540
Ahg470916,AT1G08550
Ahg470918,AT1G08560
Ahg470920,AT1G08570
Ahg470923,AT1G08590
Ahg470924,AT1G08600
Ahg470925,AT1G08610
Ahg470930,AT1G08630
Ahg470932,AT1G08640
Ahg470934,AT1G08660
Ahg470937,AT1G08680
Ahg470941,AT1G08700
Ahg470949,AT1G08760
Ahg470953,AT1G08800
Ahg470958,AT1G08845
Ahg470959,AT1G08860
Ahg470961,AT1G08890
Ahg470964,AT1G08900
Ahg470965,AT1G08910
Ahg470966,AT1G08920
Ahg470975,AT1G08970
Ahg470978,AT1G08990
Ahg470979,AT1G09000
Ahg470981,AT1G09020
Ahg470983,AT1G09040
Ahg470987,AT1G09060
Ahg470988,AT1G09070
Ahg470991,AT1G09090
Ahg470995,AT1G09140
Ahg470998,AT1G09155
Ahg470999,AT1G09157
Ahg471002,AT1G09160
Ahg471005,AT1G09176
Ahg471006,AT1G09180
Ahg471009,AT1G09200
Ahg471010,AT1G09210
Ahg471011,AT1G09220
Ahg471012,AT1G09230
Ahg471013,AT1G09240
Ahg471014,AT1G09250
Ahg471018,AT1G09280
Ahg471019,AT1G09290
Ahg471021,AT1G09300
Ahg471022,AT1G09310
Ahg471023,AT1G09320
Ahg471024,AT1G09330
Ahg471025,AT1G09340
Ahg471028,AT1G09370
Ahg471032,AT1G09410
Ahg471033,AT1G09415
Ahg471034,AT1G09420
Ahg471036,AT1G09430
Ahg471040,AT1G09470
Ahg471042,AT1G09490
Ahg471045,AT1G09500
Ahg471046,AT1G09510
Ahg471047,AT1G09520
Ahg471048,AT1G09530
Ahg471053,AT1G09570
Ahg471056,AT1G09580
Ahg471057,AT1G09690
Ahg471060,AT1G09620
Ahg471063,AT1G09640
Ahg471065,AT1G09650
Ahg471067,AT1G09660
Ahg471071,AT1G09700
Ahg471072,AT1G09710
Ahg471074,AT1G09730
Ahg471075,AT1G09740
Ahg471076,AT1G09750
Ahg471077,AT1G09760
Ahg471078,AT1G09770
Ahg471079,AT1G09780
Ahg471080,AT1G09790
Ahg471081,AT1G09795
Ahg471082,AT1G09800
Ahg471083,AT1G09810
Ahg471085,AT1G09815
Ahg471086,AT1G09820
Ahg471087,AT1G09830
Ahg471093,AT1G09840
Ahg471096,AT1G09850
Ahg471101,AT1G09900
Ahg471105,AT1G09940
Ahg471106,AT1G09950
Ahg471107,AT1G09960
Ahg471112,AT1G10010
Ahg471114,AT1G10030
Ahg471117,AT1G10040
Ahg471118,AT1G10050
Ahg471124,AT1G10090
Ahg471128,AT1G10130
Ahg471130,AT1G10150
Ahg471132,AT1G10170
Ahg471133,AT1G10180
Ahg471134,AT1G10200
Ahg471135,AT1G10210
Ahg471136,AT1G10230
Ahg471138,AT1G10270
Ahg471140,AT1G10290
Ahg471142,AT1G10310
Ahg471143,AT1G10320
Ahg471145,AT1G10340
Ahg471147,AT1G10350
Ahg471148,AT1G10360
Ahg471154,AT1G10400
Ahg471155,AT1G10410
Ahg471156,AT1G10417
Ahg471157,AT1G10417
Ahg471159,AT1G10450
Ahg471161,AT1G10480
Ahg471163,AT1G10500
Ahg471164,AT1G10510
Ahg471166,AT1G10522
Ahg471168,AT1G10530
Ahg471170,AT1G10550
Ahg471171,AT1G10560
Ahg471173,AT1G10570
Ahg471177,AT1G10586
Ahg471179,AT1G10588
Ahg471184,AT1G10610
Ahg471186,AT1G10640
Ahg471187,AT1G10650
Ahg471189,AT1G10657
Ahg471195,AT1G10670
Ahg471202,AT1G10720
Ahg471206,AT1G10740
Ahg471212,AT1G10770
Ahg471213,AT1G10780
Ahg471219,AT1G10830
Ahg471223,AT1G10850
Ahg471225,AT1G10865
Ahg471229,AT1G10900
Ahg471231,AT1G10930
Ahg471233,AT1G10950
Ahg471234,AT1G10960
Ahg471236,AT1G10980
Ahg471237,AT1G11020
Ahg471239,AT1G11050
Ahg471241,AT1G11070
Ahg471242,AT1G11080
Ahg471244,AT1G11100
Ahg471246,AT1G11112
Ahg471247,AT1G11125
Ahg471250,AT1G11160
Ahg471253,AT1G11180
Ahg471254,AT1G11190
Ahg471255,AT1G11200
Ahg471257,AT1G11220
Ahg471258,AT1G11240
Ahg471262,AT1G11270
Ahg471264,AT1G11280
Ahg471265,AT1G11290
Ahg471266,AT1G11310
Ahg471268,AT1G11320
Ahg471269,AT1G11330
Ahg471270,AT1G11340
Ahg471271,AT1G11350
Ahg471274,AT1G11380
Ahg471276,AT1G11400
Ahg471279,AT1G11410
Ahg471280,AT1G11430
Ahg471281,AT1G11440
Ahg471284,AT1G11475
Ahg471289,AT1G11530
Ahg471290,AT1G11545
Ahg471293,AT1G11580
Ahg471294,AT5G28237
Ahg471298,AT1G11600
Ahg471300,AT1G11630
Ahg471301,AT1G11650
Ahg471303,AT1G11655
Ahg471306,AT1G11670
Ahg471307,AT1G11680
Ahg471309,AT1G11700
