gene,orthologs
TraesCS2D02G400400,AT2G02090
TraesCS3D02G188500,AT5G23170
TraesCS1B02G244100,AT5G49060
TraesCS2D02G451700,AT1G08840
TraesCS7A02G533200,AT1G53650
TraesCS7A02G533200,AT3G14450
TraesCS4D02G279400,AT1G45130
TraesCS4D02G279400,AT4G36360
TraesCS5A02G446200,AT3G57810
TraesCS5B02G083400,AT5G22100
TraesCS5A02G057200,AT4G14640
TraesCS5A02G057200,AT3G22930
TraesCS7D02G464200,ATMG00980
TraesCS7D02G464200,AT2G07675
TraesCS3B02G288900,AT4G29440
TraesCS3B02G288900,AT2G19710
TraesCS5B02G022800,AT3G03780
TraesCS5B02G022800,AT5G20980
TraesCS5B02G022800,AT5G17920
TraesCS5A02G090500,AT1G02730
TraesCS4D02G267600,AT5G03340
TraesCS4D02G267600,AT3G53230
TraesCS4D02G267600,AT3G09840
TraesCS4B02G287300,AT2G02800
TraesCS4B02G287300,AT1G14370
TraesCS7A02G261000,AT3G48760
TraesCS7A02G261000,AT5G41060
TraesCS7A02G261000,AT3G26935
TraesCS1D02G071200,ATCG00070
TraesCS2B02G354400,AT2G42490
TraesCS2D02G470000,AT4G14750
TraesCS3A02G093000,AT1G70560
TraesCS3A02G093000,AT4G24670
TraesCS3A02G093000,AT1G23320
TraesCS1A02G100500,AT3G05340
TraesCS3A02G035300,AT4G13180
TraesCS7A02G450700,AT4G27250
TraesCS1D02G358200,AT4G01420
TraesCS3D02G523900,AT5G04830
TraesCS7B02G098200,AT5G24840
TraesCS4D02G166800,AT1G61590
TraesCS4A02G270200,AT2G33730
TraesCS4A02G270200,AT1G28180
TraesCS6A02G313800,AT2G22540
TraesCS1B02G278400,AT1G77410
TraesCS2A02G299800,AT1G43690
TraesCS2B02G326900,AT5G49890
TraesCS7B02G365000,AT2G32980
TraesCS2D02G256200,AT1G50040
TraesCS2D02G256200,AT1G10020
TraesCS2D02G256200,AT3G19680
TraesCS6B02G432600,AT5G48880
TraesCS3A02G246700,AT1G28480
TraesCS7D02G120400,AT4G18770
TraesCS3D02G145000,AT3G01340
TraesCS3D02G145000,AT2G30050
TraesCS2D02G208500,AT5G41920
TraesCS5A02G130300,AT5G03700
TraesCS2B02G311200,AT2G27500
TraesCS4D02G224100,AT5G62290
TraesCS6B02G294000,AT5G16880
TraesCS7A02G239100,AT5G47780
TraesCS6A02G245400,AT2G45910
TraesCS5A02G392700,AT5G39040
TraesCS3B02G020800,AT3G16565
TraesCS6B02G128200,AT1G54570
TraesCS4D02G162000,AT3G63080
TraesCS4D02G162000,AT2G48150
TraesCS5B02G461300,AT3G13580
TraesCS5B02G461300,AT2G01250
TraesCS5B02G461300,AT2G44120
TraesCS3D02G124100,AT3G27260
TraesCS3D02G124100,AT3G01770
TraesCS3D02G124100,AT5G63320
TraesCS3D02G124100,AT5G14270
TraesCS2D02G013500,AT2G32550
TraesCS5A02G159700,AT2G15240
TraesCS3D02G183400,AT1G34200
TraesCS3D02G183400,AT4G09670
TraesCS7A02G187900,AT1G03360
TraesCS5B02G395500,AT3G07320
TraesCS5B02G395500,AT3G23770
TraesCS5B02G395500,AT4G14080
TraesCS4B02G034500,AT3G11710
TraesCS5D02G167700,AT5G19400
TraesCS3B02G154100,AT3G23630
TraesCS3B02G154100,AT3G63110
TraesCS3B02G154100,AT5G19040
TraesCS7D02G007800,AT3G48110
TraesCS5A02G041100,AT3G59920
TraesCS5A02G041100,AT2G44100
TraesCS1A02G421200,AT1G15000
TraesCS4B02G399000,AT5G62130
TraesCS4B02G361800,AT3G62840
TraesCS4B02G361800,AT2G47640
TraesCS6B02G379400,AT1G80400
TraesCS6B02G379400,AT1G15590
TraesCS6B02G379400,AT4G32600
TraesCS2D02G199100,AT2G16130
TraesCS2D02G199100,AT2G16120
TraesCS2D02G199100,AT3G18830
TraesCS7A02G269500,AT4G23030
TraesCS7A02G269500,AT5G52050
TraesCS2B02G487500,ATCG00360
TraesCS5A02G144600,AT5G01020
TraesCS2B02G419000,AT4G00740
TraesCS4D02G031500,AT2G43840
TraesCS4D02G031500,AT2G43820
TraesCS5B02G494300,AT2G28930
TraesCS5B02G494300,AT1G07570
TraesCS7D02G152200,AT4G30700
TraesCS7B02G199700,AT5G64290
TraesCS3B02G213700,AT5G13750
TraesCS3B02G213700,AT5G13740
TraesCS3B02G213700,AT3G43790
TraesCS4D02G283400,AT1G69500
TraesCS2D02G437600,AT5G45580
TraesCS3B02G293700,AT1G15060
TraesCS3B02G293700,AT1G73750
TraesCS5A02G057500,AT3G54620
TraesCS5A02G057500,AT4G02640
TraesCS1B02G091800,AT1G56440
TraesCS3A02G056700,AT5G47200
TraesCS3A02G056700,AT4G17530
TraesCS2B02G081600,AT5G55140
TraesCS3A02G215900,AT2G07732
TraesCS2D02G314000,AT1G50630
TraesCS2D02G314000,AT4G22270
TraesCS2D02G314000,AT3G20300
TraesCS2D02G314000,AT4G03820
TraesCS1B02G115400,AT4G02220
TraesCS2D02G159900,AT2G06990
TraesCS2A02G170000,AT1G72500
TraesCS2A02G170000,AT1G19110
TraesCS7A02G069300,AT2G16500
TraesCS7A02G069300,AT4G34710
TraesCS4D02G025400,AT5G04500
TraesCS2A02G563100,AT1G79850
TraesCS4D02G137900,AT2G07671
TraesCS4D02G137900,AT2G07777
TraesCS4D02G137900,ATMG01080
TraesCS4D02G137900,ATMG01090
TraesCS5A02G491600,AT4G38900
TraesCS5A02G491600,AT2G21230
TraesCS7B02G165400,AT5G51130
TraesCS3B02G115600,AT2G20800
TraesCS3B02G115600,AT4G05020
TraesCS3B02G115600,AT4G21490
TraesCS6B02G367200,AT5G49030
TraesCS4D02G208800,AT5G59490
TraesCS4D02G208800,AT5G02230
TraesCS4D02G208800,AT5G59480
TraesCS4A02G014600,AT4G16710
TraesCS3B02G423700,AT3G01720
TraesCS2B02G079600,AT4G02800
TraesCS2A02G396800,AT3G03500
TraesCS2A02G396800,AT5G17570
TraesCS5A02G027000,AT5G22030
TraesCS3B02G204200,AT5G27030
TraesCS3B02G204200,AT3G16830
TraesCS6A02G283800,AT2G34050
TraesCS2D02G583500,AT1G72120
TraesCS2D02G583500,AT1G72140
TraesCS2D02G583500,AT1G72130
TraesCS2D02G583500,AT1G22550
TraesCS2D02G583500,AT1G22540
TraesCS2D02G583500,AT1G72125
TraesCS2D02G583500,AT3G54450
TraesCS2D02G583500,AT1G22570
TraesCS4A02G307100,AT2G21580
TraesCS4A02G307100,AT2G16360
TraesCS4A02G307100,AT4G39200
TraesCS4A02G307100,AT4G34555
TraesCS6D02G192800,AT2G31410
TraesCS3B02G155000,AT5G45760
TraesCS5B02G402000,AT4G29910
TraesCS1A02G096100,AT3G52860
TraesCS5B02G414900,AT5G66760
TraesCS5B02G414900,AT2G18450
TraesCS6D02G327600,AT4G30320
TraesCS2D02G007600,AT1G34540
TraesCS2D02G007600,AT3G56630
TraesCS3B02G337600,AT2G30800
TraesCS3B02G337600,AT1G06670
TraesCS4A02G009500,AT2G05910
TraesCS4A02G009500,AT5G20640
TraesCS6B02G243300,AT5G50960
TraesCS1B02G200200,AT2G45240
TraesCS7A02G361900,AT3G13772
TraesCS7A02G361900,AT1G55130
TraesCSU02G252000,AT4G02780
TraesCS3A02G398100,AT3G02650
TraesCS1D02G434400,AT4G35370
TraesCS1D02G434400,AT4G18905
TraesCS1D02G434400,AT4G18900
TraesCS5D02G522900,AT2G26140
TraesCS5B02G328100,AT5G46080
TraesCS3A02G420900,AT3G25240
TraesCS3A02G420900,AT3G07350
TraesCS7A02G209600,AT1G23880
TraesCS7A02G209600,AT1G70280
TraesCS3B02G393000,AT1G18140
TraesCS3D02G317500,AT3G20640
TraesCS3D02G317500,AT1G61660
TraesCS3A02G257400,AT3G16520
TraesCS1A02G279100,AT5G40470
TraesCS1A02G279100,AT2G39940
TraesCS3A02G538300,AT2G37050
TraesCS1A02G113900,AT5G50150
TraesCS2A02G424861,AT1G12100
TraesCS4D02G160600,AT2G41500
TraesCS4D02G160600,AT2G05720
TraesCS3B02G165500,AT5G13010
TraesCS4B02G300000,AT1G17260
TraesCS4D02G164200,AT1G61940
TraesCS4D02G164200,AT2G47900
TraesCS4A02G374600,AT1G12410
TraesCS5A02G070600,AT3G19580
TraesCS5D02G166800,AT5G67130
TraesCS1A02G320900,AT4G03230
TraesCS3B02G244200,AT3G24450
TraesCS7B02G211900,AT3G27220
TraesCS7B02G211900,AT1G51540
TraesCS1A02G421700,AT2G18390
TraesCS3D02G465600,AT3G24030
TraesCS6B02G061000,AT2G02220
TraesCS2B02G316800,AT3G22460
TraesCS2B02G316800,AT4G14880
TraesCS5A02G536500,AT1G12140
TraesCS5A02G536500,AT1G12200
TraesCS5A02G536500,AT1G63370
TraesCS5A02G536500,AT1G65860
TraesCS5A02G536500,AT1G63390
TraesCS5A02G536500,AT1G12130
TraesCS5A02G536500,AT1G12160
TraesCS5A02G536500,AT1G62540
TraesCS5A02G536500,AT1G62560
TraesCS5A02G536500,AT1G62600
TraesCS5A02G536500,AT1G62570
TraesCS5A02G536500,AT1G62580
TraesCS5A02G536500,AT1G62620
TraesCS5A02G536500,AT1G63340
TraesCS6A02G173000,AT3G01435
TraesCS2D02G262100,AT1G69310
TraesCS7B02G197300,AT2G28190
TraesCS2B02G608300,AT4G00630
TraesCS2B02G608300,AT1G01790
TraesCS4B02G226400,AT4G34940
TraesCS7D02G543700,AT1G01650
TraesCS7D02G543700,AT1G63690
TraesCS2B02G189800,AT1G22430
TraesCS2B02G189800,AT4G22110
TraesCS2B02G189800,AT1G22440
TraesCS3D02G537900,AT2G28840
TraesCS1A02G111400,ATCG00670
TraesCS4A02G103000,AT1G07810
TraesCS4A02G103000,AT1G07670
TraesCS2A02G032500,AT1G19920
TraesCS4B02G035800,AT2G40090
TraesCS7A02G384200,AT3G51130
TraesCS1A02G154400,AT3G23300
TraesCS1A02G154400,AT1G04430
TraesCS1A02G154400,AT4G14360
TraesCS5D02G177500,AT5G35180
TraesCS5A02G548200,AT5G64240
TraesCS7A02G536800,AT5G03600
TraesCS7A02G536800,AT5G03590
TraesCS7A02G536800,AT3G09930
TraesCS7A02G536800,AT2G36325
TraesCS7A02G536800,AT5G03610
TraesCS7B02G230500,AT1G01770
TraesCS1B02G024600,AT2G18465
TraesCS5D02G503400,AT5G13200
TraesCS6A02G410200,AT3G15410
TraesCS7A02G254700,AT4G33870
TraesCS7A02G254700,AT4G33420
TraesCS6A02G150700,AT5G61290
TraesCS6A02G150700,AT5G07800
TraesCS1B02G454500,AT2G05790
TraesCS3B02G602500,AT3G22400
TraesCS3D02G183700,AT4G39140
TraesCS3D02G183700,AT2G21500
TraesCS3D02G183700,AT1G19680
TraesCS3D02G183700,AT1G75400
TraesCS4D02G158800,AT1G59540
TraesCS1D02G402400,AT5G39670
TraesCS1D02G402400,AT3G29000
TraesCS7A02G349500,AT1G79580
TraesCS6A02G255800,AT3G61150
TraesCS6A02G255800,AT4G25530
TraesCS6A02G255800,AT4G00730
TraesCS6A02G255800,AT5G52170
TraesCS4A02G073300,AT1G14720
TraesCS4A02G073300,AT1G10550
TraesCS4A02G073300,AT2G01850
TraesCS2B02G246100,AT3G21700
TraesCS3B02G144500,AT3G53160
TraesCS3B02G144500,AT2G36780
TraesCS3B02G144500,AT2G36760
TraesCS3B02G144500,AT2G36800
TraesCS3B02G144500,AT2G36750
TraesCS3B02G144500,AT2G36770
TraesCS3B02G144500,AT2G36790
TraesCS3B02G144500,AT3G53150
TraesCS3B02G250600,AT2G34090
TraesCS1D02G341700,AT4G32480
TraesCS1D02G341700,AT2G20670
TraesCS5A02G252900,AT4G12730
TraesCS1A02G388400,AT2G33770
TraesCS5B02G062400,AT3G22760
TraesCS5B02G062400,AT4G14770
TraesCS5B02G062400,AT3G04850
TraesCS5B02G062400,AT3G22780
TraesCS1B02G324300,AT1G77780
TraesCS1B02G324300,AT1G77790
TraesCS2D02G537000,AT4G01897
TraesCS4D02G301100,AT2G22540
TraesCS2A02G045200,AT2G18630
TraesCS2A02G045200,AT3G28270
TraesCS2A02G045200,AT4G34330
TraesCS2A02G045200,AT5G66670
TraesCS2A02G045200,AT3G57100
TraesCS2A02G045200,AT3G48640
TraesCS2A02G045200,AT5G66675
TraesCS2A02G045200,AT3G28290
TraesCS2A02G045200,AT5G66660
TraesCS2A02G045200,AT3G28300
TraesCS2A02G045200,AT4G34320
TraesCS2A02G045200,AT3G28320
TraesCS4B02G055400,AT3G29590
TraesCS4B02G055400,AT3G29680
TraesCS4B02G055400,AT3G29690
TraesCS4B02G055400,AT3G29636
TraesCS4B02G055400,AT5G61160
TraesCS4B02G055400,AT3G29670
TraesCS4B02G055400,AT3G29635
TraesCS4B02G055400,AT5G39050
TraesCS4B02G055400,AT1G03940
TraesCS4B02G055400,AT1G03495
TraesCS4B02G055400,AT5G39090
TraesCS4B02G055400,AT3G29720
TraesCS4B02G055400,AT5G39080
TraesCS4B02G238600,ATCG00900
TraesCS4B02G238600,ATCG01240
TraesCS5A02G334600,AT5G66090
TraesCS2D02G232700,AT4G21570
TraesCS2D02G232700,AT1G11200
TraesCS4A02G051400,AT2G04650
TraesCS4A02G051400,AT1G74910
TraesCS3B02G471700,AT5G64240
TraesCS5B02G241000,AT2G03550
TraesCS5B02G241000,AT1G19190
TraesCS5B02G241000,AT3G48700
TraesCS5B02G241000,AT1G49640
TraesCS5B02G241000,AT1G49650
TraesCS5B02G241000,AT3G48690
TraesCS5B02G241000,AT1G47480
TraesCS5B02G241000,AT1G49660
TraesCS2D02G285900,AT5G13310
TraesCS2D02G285900,AT5G13970
TraesCS1D02G439800,AT1G45231
TraesCS3A02G119400,AT5G56030
TraesCS3A02G119400,AT5G56010
TraesCS3A02G119400,AT5G56000
TraesCS7A02G266400,AT2G31370
TraesCS7A02G266400,AT1G06070
TraesCS6B02G384900,AT5G07630
TraesCS4A02G235100,AT2G23660
TraesCS4A02G235100,AT5G66870
TraesCS2D02G022600,AT5G35920
TraesCS2D02G022600,AT5G05260
TraesCS2D02G022600,AT5G35917
TraesCS2D02G022600,AT1G58260
TraesCS2D02G022600,AT4G39950
TraesCS2D02G022600,AT2G22330
TraesCS2D02G022600,AT1G58265
TraesCS2D02G022600,AT1G16400
TraesCS2D02G022600,AT1G79370
TraesCS2D02G022600,AT1G16410
TraesCS2B02G232400,AT1G79410
TraesCS2B02G232400,AT1G16370
TraesCS2B02G232400,AT1G79360
TraesCS2B02G232400,AT1G16390
TraesCS5A02G071400,AT1G69450
TraesCS5A02G071400,AT3G01100
TraesCS3D02G414000,AT1G14470
TraesCS3D02G502500,AT3G21070
TraesCS6B02G327500,AT3G17820
TraesCS6B02G327500,AT1G48470
TraesCS3D02G543500,AT3G52290
TraesCS3D02G543500,AT2G26410
TraesCS3D02G543500,AT3G09710
TraesCS3D02G543500,AT5G03040
TraesCSU02G145300,AT5G38950
TraesCS1B02G142000,AT4G29130
TraesCS1B02G142000,AT2G19860
TraesCSU02G130500,AT5G22940
TraesCSU02G130500,AT2G28110
TraesCS3B02G413700,AT1G44575
TraesCS4D02G131700,AT2G40300
TraesCS4D02G131700,AT3G11050
TraesCS4D02G131700,AT5G01600
TraesCS4D02G131700,AT3G56090
TraesCS3D02G311600,AT5G13230
TraesCS1D02G346400,AT4G01420
TraesCS3B02G353000,AT5G54500
TraesCS3B02G353000,AT4G27270
TraesCS5A02G074800,AT3G02270
TraesCS5A02G074800,AT4G18300
TraesCS5A02G074800,AT2G34970
TraesCS3A02G154400,AT2G26040
TraesCS3A02G154400,AT1G73000
TraesCS6B02G266600,AT3G61460
TraesCS6B02G266600,AT1G63840
TraesCS6B02G266600,AT4G11370
TraesCS6B02G266600,AT5G41400
TraesCS6B02G266600,AT4G11360
TraesCS4B02G032000,AT2G28150
TraesCS4D02G058200,AT3G49700
TraesCS4D02G058200,AT2G22810
TraesCS4D02G058200,AT5G65800
TraesCS4D02G058200,AT4G37770
TraesCS5B02G072100,AT3G18520
TraesCS7D02G347500,AT2G20570
TraesCS7D02G347500,AT5G44190
TraesCS6A02G046400,AT2G02170
TraesCS3A02G149300,AT2G46320
TraesCS3A02G149300,AT4G27940
TraesCS2A02G392700,AT5G02890
TraesCS7A02G316000,AT4G22730
TraesCS7A02G316000,AT5G51560
TraesCS1D02G211600,AT1G63680
TraesCS7A02G160300,AT4G16410
TraesCS3D02G298300,AT5G55570
TraesCSU02G242300,AT1G19250
TraesCSU02G242300,AT5G45180
TraesCS3A02G258700,AT1G62305
TraesCS3A02G258700,AT1G11940
TraesCSU02G097100,AT1G64680
TraesCS7B02G346200,AT2G26060
TraesCS7B02G346200,AT4G32990
TraesCS7D02G217500,AT2G31880
TraesCS3B02G610200,AT3G09410
TraesCS3B02G610200,AT3G09405
TraesCS1D02G260500,AT3G23890
TraesCS7D02G514400,AT1G21065
TraesCS1B02G094600,AT4G01900
TraesCS5D02G526300,AT5G53890
TraesCS2D02G327200,AT4G12240
TraesCS5A02G177600,AT3G10630
TraesCSU02G136000,AT5G09230
TraesCS7D02G289500,AT2G24360
TraesCS7D02G289500,AT4G31170
TraesCS2B02G622700,AT3G14980
TraesCS6B02G295900,AT2G31210
TraesCS6B02G295900,AT1G06170
TraesCS6B02G295900,AT2G31220
TraesCS6B02G295900,AT2G31215
TraesCS3A02G382400,AT1G72120
TraesCS3A02G382400,AT1G72140
TraesCS3A02G382400,AT1G72130
TraesCS3A02G382400,AT1G22550
TraesCS3A02G382400,AT1G22540
TraesCS3A02G382400,AT1G72125
TraesCS3A02G382400,AT3G54450
TraesCS3A02G382400,AT1G22570
TraesCS3A02G289900,AT4G18780
TraesCS6A02G207100,AT4G17170
TraesCS5B02G059300,AT3G23000
TraesCS6D02G240700,AT3G56891
TraesCS4A02G428300,AT1G52245
TraesCS4A02G428300,AT3G16120
TraesCS5B02G062600,AT3G23890
TraesCS4A02G106700,AT3G11320
TraesCS4A02G106700,AT5G05820
TraesCS3B02G046700,AT1G68400
TraesCS4D02G199900,AT3G55020
TraesCS4D02G199900,AT2G39280
TraesCS4D02G199900,AT2G37290
TraesCS1D02G130300,AT4G29658
TraesCS1D02G130300,AT1G55190
TraesCS1D02G130300,AT3G13710
TraesCS1D02G130300,AT3G13720
TraesCS1D02G130300,AT1G17700
TraesCS4A02G098000,AT3G04020
TraesCS5D02G133200,AT5G52340
TraesCS5D02G133200,AT5G03540
TraesCS5D02G133200,AT5G52350
TraesCS3A02G146800,AT1G17745
TraesCS3A02G475800,AT5G14430
TraesCS7B02G188700,AT3G03070
TraesCS2A02G423700,AT1G79510
TraesCS2A02G423700,AT1G16320
TraesCS4B02G128000,AT2G27080
TraesCS4B02G128000,AT5G21130
TraesCS7B02G183600,AT1G48920
TraesCS7B02G183600,AT3G18610
TraesCS1A02G281300,AT3G23210
TraesCS1A02G281300,AT4G14410
TraesCS6D02G096700,AT5G46080
TraesCS3A02G429700,AT3G48530
TraesCS7B02G118300,AT5G15850
TraesCS7B02G118300,AT3G02380
TraesCS7B02G118300,AT5G15840
TraesCS4D02G150600,AT1G17370
TraesCS4D02G150600,AT1G54080
TraesCS4D02G150600,AT3G14100
TraesCS1D02G428100,AT5G46380
TraesCS1D02G428100,AT1G29350
TraesCS1D02G428100,AT4G18150
TraesCS1D02G428100,AT1G29370
TraesCS2D02G079400,ATCG01070
TraesCS2B02G282500,AT4G03260
TraesCS7A02G110500,AT2G42620
TraesCS1D02G451300,AT5G11200
TraesCS1D02G451300,AT5G11170
TraesCS1A02G390200,AT4G29080
TraesCS2D02G431000,AT2G24570
TraesCS2D02G431000,AT4G31550
TraesCS2D02G176000,AT1G74960
TraesCS6A02G190700,AT1G29340
TraesCS4D02G104200,AT4G09350
TraesCS4A02G205600,AT5G27230
TraesCS4A02G205600,AT5G16320
TraesCS4A02G205600,AT1G31814
TraesCS5D02G508600,AT3G16810
TraesCS2B02G533200,AT1G17060
TraesCS5B02G268000,AT1G76470
TraesCS1D02G207200,AT3G51430
TraesCS1D02G207200,AT3G51440
TraesCS1D02G207200,AT3G51420
TraesCS1D02G207200,AT3G51450
TraesCS7B02G236300,AT4G02080
TraesCS7B02G236300,AT1G02620
TraesCS7B02G236300,AT3G62560
TraesCS7B02G236300,AT1G56330
TraesCS7B02G236300,AT1G09180
TraesCS2B02G425900,AT3G10390
TraesCS5A02G128500,AT3G03240
TraesCS5A02G128500,AT3G44510
TraesCS5A02G128500,AT1G08310
TraesCS5A02G128500,AT3G03230
TraesCS6D02G081700,AT4G27000
TraesCS6D02G081700,AT5G54900
TraesCS6D02G081700,AT1G11650
TraesCS3B02G289200,AT1G07370
TraesCS3B02G289200,AT2G29570
TraesCS3A02G407900,AT4G25300
TraesCS3A02G407900,AT1G17010
TraesCS3A02G407900,AT1G17020
TraesCS3A02G407900,AT1G78550
TraesCS3A02G407900,AT4G25310
TraesCS5A02G453200,AT1G18980
TraesCS5A02G453200,AT1G74820
TraesCS5A02G453200,AT1G18970
TraesCS7D02G469000,AT4G25640
TraesCS7D02G469000,AT4G00350
TraesCS3A02G209200,AT5G57050
TraesCS3A02G209200,AT4G26080
TraesCS3A02G209200,AT1G17550
TraesCS3A02G209200,AT1G72770
TraesCS6D02G089800,AT4G10770
TraesCS5B02G440700,AT5G43840
TraesCS5B02G440700,AT3G63350
TraesCS5B02G440700,AT3G51910
TraesCS5B02G440700,AT3G22830
TraesCS6B02G326500,AT1G23240
TraesCS6B02G326500,AT1G70670
TraesCS6B02G326500,AT1G23250
TraesCS6B02G326500,AT1G70680
TraesCS3A02G332000,AT1G34540
TraesCS3A02G332000,AT3G56630
TraesCS1D02G019100,AT5G17030
TraesCS2A02G046100,AT3G23510
TraesCS2A02G046100,AT3G23480
TraesCS2A02G046100,AT3G23460
TraesCS2A02G046100,AT3G23530
TraesCS2A02G046100,AT3G23470
TraesCS5D02G323100,AT2G46680
TraesCS5D02G323100,AT3G61890
TraesCS5D02G316900,AT1G01880
TraesCS5A02G075000,AT3G29230
TraesCS3A02G450800,AT3G01610
TraesCS1D02G159000,AT3G02680
TraesCS3D02G171800,AT5G50890
TraesCS5D02G243000,AT5G66960
TraesCS5A02G456500,AT5G28150
TraesCS5A02G456500,AT3G04860
TraesCS3B02G189200,ATCG01100
TraesCS4A02G294800,AT2G30880
TraesCS3A02G247600,AT1G29965
TraesCS3A02G247600,AT3G14600
TraesCS3A02G247600,AT1G29970
TraesCS3A02G247600,AT2G34480
TraesCS6D02G021800,ATCG00140
TraesCS2B02G624600,AT5G64410
TraesCS2B02G624600,AT1G09930
TraesCS3D02G012200,AT5G22420
TraesCS3D02G012200,AT4G33790
TraesCS3D02G012200,AT5G22500
TraesCS3D02G012200,AT3G44560
TraesCS3D02G012200,AT3G44550
TraesCS3D02G012200,AT3G44540
TraesCSU02G128700,AT5G38950
TraesCS5B02G382300,AT3G22400
TraesCS2A02G583000,AT3G44260
TraesCS2A02G583000,AT5G22250
TraesCS4D02G023900,AT2G28120
TraesCS7B02G295100,AT5G65070
TraesCS7B02G295100,AT5G23260
TraesCS2B02G422700,AT1G42470
TraesCS5D02G377600,AT1G04290
TraesCS3A02G421300,AT5G48580
TraesCS3A02G421300,AT3G25220
TraesCS4A02G231400,AT4G30040
TraesCS4A02G231400,AT4G12920
TraesCS4A02G231400,AT4G30030
TraesCS4A02G231400,AT2G23945
TraesCS4A02G032800,AT5G55000
TraesCS1B02G143700,AT3G58690
TraesCS7D02G388300,AT5G09220
TraesCS7D02G388300,AT1G77380
TraesCS7D02G388300,AT5G63850
TraesCS7D02G388300,AT1G44100
TraesCS1A02G049300,AT3G14120
TraesCS7B02G200400,AT3G12050
TraesCS6D02G387000,AT3G48940
TraesCS6D02G387000,AT4G00670
TraesCS6D02G387000,AT2G45820
TraesCS6D02G387000,AT3G61260
TraesCS6D02G387000,AT5G23750
TraesCS6D02G387000,AT1G63295
TraesCS4D02G304400,AT1G34630
TraesCS4A02G406400,AT1G78230
TraesCS1B02G218700,AT2G17730
TraesCS1B02G218700,AT5G66070
TraesCS1B02G218700,AT4G35840
TraesCS5D02G183300,AT1G02510
TraesCS3A02G212700,AT2G25730
TraesCS2B02G177100,AT3G05880
TraesCS2B02G177100,AT3G05890
TraesCS3A02G320200,AT2G16405
TraesCS2D02G178100,AT2G26290
TraesCS2D02G178100,AT1G72540
TraesCS2D02G178100,AT2G05940
TraesCS2D02G178100,AT5G35580
TraesCS3A02G413600,AT5G63160
TraesCS3A02G413600,AT3G48360
TraesCS6D02G372500,AT5G27370
TraesCS5A02G336500,AT1G65470
TraesCS5A02G170000,AT1G55840
TraesCS5A02G170000,AT5G47730
TraesCS3D02G249000,AT5G57050
TraesCS3D02G249000,AT4G26080
TraesCS3D02G249000,AT1G17550
TraesCS3D02G249000,AT1G72770
TraesCS6B02G096900,AT5G66631
TraesCS6A02G206900,AT5G43850
TraesCS3D02G170400,AT3G15140
TraesCS2D02G585100,AT5G63910
TraesCS7D02G413900,AT2G20580
TraesCS7D02G413900,AT4G28470
TraesCS7D02G413900,AT4G08140
TraesCS4A02G144400,AT1G12930
TraesCS5A02G442300,AT2G03270
TraesCS5D02G450700,AT4G13610
TraesCS5D02G450700,AT4G14140
TraesCS5D02G450700,AT4G08990
TraesCS5D02G450700,AT5G49160
TraesCS1B02G278200,AT4G10110
TraesCS6A02G161500,AT3G13235
TraesCS6B02G220700,AT3G26670
TraesCS7D02G146700,AT3G42640
TraesCS7D02G146700,AT2G07560
TraesCS4D02G283600,AT3G11680
TraesCS4D02G283600,AT1G08430
TraesCS4D02G283600,AT2G27240
TraesCS4D02G283600,AT1G08440
TraesCS2D02G304100,AT4G08390
TraesCS2D02G304100,AT1G77490
TraesCS5A02G012600,AT1G58520
TraesCS5A02G012600,AT1G10090
TraesCS2D02G060000,AT4G12120
TraesCS2D02G060000,AT1G02010
TraesCS2D02G060000,AT1G12360
TraesCS4B02G010100,AT5G22420
TraesCS4B02G010100,AT4G33790
TraesCS4B02G010100,AT5G22500
TraesCS4B02G010100,AT3G44560
TraesCS4B02G010100,AT3G44550
TraesCS4B02G010100,AT3G44540
TraesCS3A02G530700,AT2G39650
TraesCS1A02G164000,AT1G15130
TraesCS3B02G173400,AT3G11405
TraesCS5A02G070500,AT2G26510
TraesCS1B02G420300,AT3G14880
TraesCSU02G177800,ATMG00290
TraesCSU02G177800,AT2G07734
TraesCS5A02G347200,AT1G20530
TraesCS5A02G347200,AT2G17110
TraesCS5A02G347200,AT4G35240
TraesCS3A02G430000,ATCG01070
TraesCS4A02G056300,AT1G26560
TraesCS4A02G139300,AT1G09060
TraesCS3B02G558700,AT2G03820
TraesCS7A02G088300,AT2G28225
TraesCS7A02G088300,AT2G35615
TraesCS7A02G088300,AT1G31450
TraesCS7A02G088300,AT5G33340
TraesCS7A02G088300,AT1G64830
TraesCS7A02G088300,AT2G28010
TraesCS7A02G088300,AT2G28030
TraesCS7A02G088300,AT2G28220
TraesCS7A02G088300,AT2G28040
TraesCS4B02G121200,AT3G08740
TraesCS2D02G309000,AT4G10000
TraesCS1D02G220100,AT2G44830
TraesCS1B02G310100,AT5G01830
TraesCS1A02G063600,AT3G24515
TraesCS2B02G461800,AT3G07230
TraesCSU02G210600,AT3G14460
TraesCS5B02G522600,AT4G30040
TraesCS5B02G522600,AT4G12920
TraesCS5B02G522600,AT4G30030
TraesCS5B02G522600,AT2G23945
TraesCS7A02G482200,AT1G79450
TraesCS7A02G482200,AT3G12740
TraesCS7A02G482200,AT1G16360
TraesCS7A02G482200,AT1G54320
TraesCS2B02G200800,AT3G30260
TraesCS2B02G200800,AT5G60910
TraesCS2B02G200800,AT1G69120
TraesCS2B02G200800,AT1G26310
TraesCS2A02G227200,AT5G67320
TraesCS3A02G378800,AT1G43620
TraesCS3B02G181400,AT2G20100
TraesCS3B02G181400,AT4G29100
