gene,orthologs
Bra031082,AT1G19450
Bra010295,AT4G30220
Bra015805,AT1G20100
Bra037344,AT4G00490
Bra012204,AT1G20050
Bra016219,AT1G70440
Bra002566,AT5G59430
Bra006698,AT5G59710
Bra034772,AT3G12150
Bra033893,AT3G23000
Bra028561,AT5G10860
Bra015175,AT4G29960
Bra040648,AT3G05370
Bra034255,AT3G29680
Bra007138,AT5G27580
Bra014044,AT1G45201
Bra032057,AT2G24840
Bra026496,AT5G56170
Bra027676,AT1G64030
Bra010516,AT4G35780
Bra035601,AT5G56060
Bra029596,AT3G66658
Bra003968,AT1G70060
Bra014347,AT2G01070
Bra007336,AT3G57550
Bra021148,AT3G15950
Bra016132,AT1G71530
Bra038163,AT1G56440
Bra017566,AT5G46250
Bra026126,AT1G15500
Bra002816,AT5G56450
Bra017496,AT5G47210
Bra025031,AT5G46210
Bra007904,AT1G70260
Bra030286,AT5G36880
Bra031970,AT2G04622
Bra026606,AT2G02240
Bra021373,AT3G03100
Bra010694,AT4G39230
Bra006973,AT3G53160
Bra040520,AT3G01500
Bra019402,AT5G66830
Bra031118,AT2G20362
Bra019380,AT4G22330
Bra003588,AT1G80840
Bra013469,AT4G20770
Bra037554,AT3G44713
Bra018319,AT2G30360
Bra036581,AT5G26717
Bra005406,AT2G34610
Bra009922,AT5G26830
Bra028521,AT5G42020
Bra032323,AT1G29520
Bra024066,AT4G30570
Bra021640,AT2G30530
Bra026020,AT1G16870
Bra017973,AT3G49590
Bra025180,AT3G26070
Bra032940,AT3G26670
Bra028545,AT3G52990
Bra032812,AT1G24265
Bra013645,AT4G22760
Bra024763,AT1G25280
Bra011277,AT4G32100
Bra007010,AT1G05080
Bra009792,AT5G24790
Bra009362,AT2G29880
Bra012775,AT4G15630
Bra011211,AT2G24050
Bra040819,AT3G26330
Bra007659,AT3G62080
Bra033803,AT3G46760
Bra002180,AT5G18690
Bra008385,AT1G78900
Bra016056,AT1G72450
Bra032869,AT2G33510
Bra037027,AT4G33110
Bra028857,AT5G02950
Bra025623,AT1G03210
Bra015026,AT5G47300
Bra037454,AT5G48910
Bra003222,AT3G55880
Bra009592,AT1G70160
Bra016702,AT1G14410
Bra005417,AT2G34530
Bra009933,AT2G43270
Bra022809,AT2G30620
Bra012985,AT5G61040
Bra016611,AT1G17250
Bra034045,AT3G08980
Bra010434,AT4G26420
Bra013007,AT5G23010
Bra013575,AT4G21940
Bra033928,AT1G68500
Bra012713,AT4G16490
Bra031030,AT1G68820
Bra037761,AT5G64040
Bra027981,AT5G42380
Bra017857,AT4G00585
Bra018754,AT1G48790
Bra034744,AT3G12680
Bra037202,AT5G42240
Bra000585,AT2G20980
Bra018593,AT1G08910
Bra025132,AT3G59360
Bra036774,AT1G36370
Bra008284,AT3G59990
Bra003897,AT1G72130
Bra018261,AT2G31305
Bra026973,AT1G62870
Bra030395,AT1G52280
Bra028741,AT5G06150
Bra007960,AT1G71070
Bra025344,AT3G28580
Bra036865,AT3G23070
Bra002283,AT5G20230
Bra037008,AT4G33410
Bra035348,AT5G36800
Bra019257,AT4G23920
Bra018864,AT1G50640
Bra016118,AT1G71770
Bra025959,AT1G72980
Bra026416,AT4G26620
Bra030706,AT1G07890
Bra007378,AT3G58070
Bra004298,AT1G68330
Bra001312,AT3G09360
Bra038317,AT1G55750
Bra020974,AT3G56370
Bra008441,AT1G80790
Bra010899,AT1G28170
Bra011553,AT4G34700
Bra030853,AT1G55535
Bra007130,AT3G55040
Bra005893,AT5G06370
Bra011361,AT4G32610
Bra040184,AT3G04570
Bra037825,AT5G65710
Bra035626,AT5G56560
Bra018527,AT4G02830
Bra011450,AT4G33520
Bra021259,AT3G17611
Bra041021,AT3G05880
Bra008389,AT1G79000
Bra035434,AT1G59600
Bra041146,AT1G30520
Bra006553,AT5G20290
Bra011693,AT4G36610
Bra017559,AT4G25110
Bra029463,AT4G12590
Bra003473,AT3G61790
Bra014695,AT3G56380
Bra033184,AT1G67623
Bra026031,AT1G16680
Bra034396,AT2G28200
Bra027120,AT5G13000
Bra009058,AT5G10090
Bra033249,AT1G01610
Bra038787,AT4G21060
Bra023088,AT2G36930
Bra007862,AT2G24270
Bra040786,AT4G38360
Bra034152,AT3G10910
Bra035889,AT5G62580
Bra020002,AT1G09665
Bra025355,AT3G28830
Bra020153,AT5G21160
Bra040424,AT1G63900
Bra024360,AT5G65160
Bra038011,AT1G55670
Bra035089,AT1G79070
Bra007675,AT3G62360
Bra020709,AT5G48250
Bra003756,AT1G75380
Bra030555,AT1G04140
Bra003597,AT1G79690
Bra005259,AT2G36610
Bra025366,AT3G28940
Bra003014,AT5G54130
Bra015962,AT1G73820
Bra028533,AT3G52800
Bra012571,AT4G18880
Bra015801,AT1G75950
Bra028375,AT1G61970
Bra036637,AT1G62981
Bra001498,AT1G14800
Bra014697,AT2G40510
Bra015524,AT2G30620
Bra039351,AT3G12890
Bra023549,AT5G16030
Bra036152,AT5G49120
Bra003143,AT3G53540
Bra018671,AT1G62350
Bra023553,AT5G16120
Bra011473,AT5G23630
Bra039131,AT3G01280
Bra022721,AT5G54430
Bra025230,AT1G14800
Bra008974,AT5G11280
Bra026675,AT1G17290
Bra026236,AT4G17220
Bra015482,AT1G06190
Bra040411,AT3G04870
Bra003877,AT4G13095
Bra035569,AT5G55350
Bra033565,AT4G38500
Bra034277,AT2G25840
Bra006035,AT5G09850
Bra032257,AT1G48470
Bra008716,AT5G15160
Bra004905,AT2G45380
Bra021056,AT4G14160
Bra013760,AT4G10750
Bra040359,AT3G07080
Bra028843,AT5G03290
Bra030819,AT1G53720
Bra036147,AT5G49270
Bra021502,AT3G13720
Bra007562,AT1G73360
Bra019449,AT4G28600
Bra026448,AT4G26320
Bra015431,AT1G05500
Bra011875,AT4G39110
Bra027781,AT1G63850
Bra040893,AT3G51820
Bra031677,AT2G02795
Bra030824,AT5G37460
Bra039438,AT3G05450
Bra035477,AT1G33110
Bra005965,AT5G08060
Bra004953,AT2G45980
Bra022066,AT5G04120
Bra027371,AT3G14120
Bra006183,AT5G13150
Bra027227,AT3G15580
Bra018835,AT1G15890
Bra035919,AT5G61590
Bra034301,AT3G16380
Bra039306,AT3G61380
Bra003088,AT5G53040
Bra012318,AT1G22270
Bra025384,AT3G29230
Bra030247,AT2G22320
Bra012672,AT4G17250
Bra016803,AT1G11930
Bra039691,AT1G53770
Bra037839,AT5G67580
Bra000518,AT5G37290
Bra003376,AT3G59440
Bra027861,AT1G58460
Bra026539,AT2G03760
Bra021893,AT2G34080
Bra029579,Expressed
Bra022347,AT3G18710
Bra034669,AT4G35060
Bra031815,AT5G66600
Bra033066,AT3G28900
Bra007892,AT1G70000
Bra009848,AT3G08910
Bra014238,AT1G50120
Bra036844,AT3G50960
Bra008378,AT1G78700
Bra008960,AT5G11460
Bra005970,AT5G08139
Bra028254,AT5G51460
Bra007225,AT3G56200
Bra024894,AT1G17980
Bra040667,AT1G49660
Bra030947,AT1G53280
Bra023538,AT5G15780
Bra001657,AT3G17225
Bra011107,AT4G29420
Bra012371,AT1G23310
Bra015674,AT1G21660
Bra035782,AT3G20440
Bra034162,AT3G11040
Bra007345,AT3G57660
Bra024242,AT5G63860
Bra033882,AT3G23080
Bra012724,AT4G16380
Bra022901,AT2G32760
Bra039465,AT3G05070
Bra024631,AT1G24030
Bra040886,AT4G11750
Bra000631,AT2G23580
Bra002307,AT5G20510
Bra007112,AT5G38570
Bra033921,AT3G22750
Bra024175,AT4G28920
Bra013387,AT4G19350
Bra026066,AT1G16320
Bra011852,AT1G61540
Bra012313,AT2G39490
Bra027738,AT1G64350
Bra005205,AT2G37320
Bra010512,AT4G35790
Bra006700,AT3G46420
Bra032632,AT1G01290
Bra005081,AT2G38790
Bra006538,AT5G20080
Bra009773,AT5G24580
Bra022985,AT2G34690
Bra037653,AT2G44380
Bra013156,AT2G11890
Bra001902,AT1G63590
Bra016342,AT1G70460
Bra000655,AT4G08690
Bra006715,AT1G11620
Bra018040,AT3G48720
Bra008318,AT1G77620
Bra006462,AT5G18480
Bra010127,AT5G62860
Bra024533,AT4G02450
Bra007842,AT4G26250
Bra030473,AT1G47600
Bra032160,AT2G23580
Bra008330,AT1G77730
Bra038616,AT3G48410
Bra022758,AT5G50840
Bra019240,AT4G24230
Bra008196,AT1G75400
Bra032590,AT5G38700
Bra034645,AT4G34700
Bra024555,AT1G71150
Bra022171,AT3G16630
Bra037348,AT4G00585
Bra034836,AT3G11480
Bra023982,AT4G31805
Bra016625,AT1G16900
Bra030733,AT1G08560
Bra018597,AT1G08820
Bra030637,AT1G06070
Bra028236,AT5G39340
Bra026826,AT1G14500
Bra023703,AT5G19100
Bra000841,AT4G03200
Bra001937,AT3G23920
Bra011662,AT4G36110
Bra013859,AT4G25050
Bra006620,AT5G22310
Bra001112,AT4G03460
Bra028651,AT5G08650
Bra020137,AT5G20930
Bra032015,AT3G03120
Bra002266,AT5G19860
Bra006178,AT5G13080
Bra030680,AT1G07380
Bra010621,AT4G37925
Bra011593,AT4G35220
Bra009191,AT5G06400
Bra008276,AT1G76780
Bra037575,AT3G18590
Bra011192,AT4G30420
Bra006998,AT3G53430
Bra009579,AT5G02550
Bra008608,AT5G16620
Bra035722,AT5G51050
Bra028525,AT5G42080
Bra020868,AT4G21850
Bra003676,AT1G66150
Bra007910,AT1G70300
Bra036328,AT4G01550
Bra029390,AT5G24030
Bra033678,AT5G43380
Bra004495,AT2G46920
Bra030921,AT1G53850
Bra012200,AT1G19970
Bra017444,AT1G70780
Bra032932,AT3G26410
Bra018635,AT1G08315
Bra002896,AT5G66330
Bra009186,AT5G06340
Bra033809,AT5G59570
Bra029813,AT3G10040
Bra025746,AT1G19520
Bra001517,AT2G15900
Bra038646,AT5G63570
Bra015573,AT1G07310
Bra026300,AT4G27890
Bra007528,AT3G60360
Bra004291,AT1G68230
Bra012883,AT3G50870
Bra035511,AT1G32230
Bra026779,AT1G15130
Bra007770,AT1G21100
Bra023522,AT5G15540
Bra001957,AT4G05330
Bra010685,AT4G39390
Bra000312,AT2G43600
Bra020707,AT5G10400
Bra024372,AT5G65260
Bra018242,AT5G60390
Bra036184,AT5G48160
Bra040834,AT3G22590
Bra038691,AT3G11980
Bra023357,AT5G11990
Bra039283,AT2G46410
Bra006506,AT5G19473
Bra026395,AT4G26890
Bra004402,AT1G66620
Bra005686,AT3G49420
Bra008177,AT1G75080
Bra021756,AT2G31870
Bra006732,AT5G59180
Bra040141,AT3G04300
Bra018653,AT1G08125
Bra019611,AT5G61770
Bra017279,AT1G56070
Bra010911,AT1G27960
Bra018220,AT3G46160
Bra027942,AT1G56310
Bra028237,AT5G39350
Bra037714,AT2G43460
Bra004337,AT1G68795
Bra011797,AT4G37940
Bra015584,AT1G07520
Bra029770,AT3G09470
Bra028764,AT5G05260
Bra026634,AT2G01770
Bra033757,AT5G44650
Bra033645,AT5G42850
Bra020040,AT5G19450
Bra041026,AT3G62660
Bra039099,AT3G26980
Bra002013,AT2G04620
Bra039454,AT3G05200
Bra008075,AT3G14320
Bra020820,AT4G23260
Bra033141,AT4G11640
Bra007184,AT3G55700
Bra037371,AT2G19610
Bra030319,AT2G21140
Bra006241,AT5G14150
Bra020836,AT4G22690
Bra033964,AT1G68040
Bra003492,AT3G62180
Bra027520,AT5G44010
Bra022778,AT4G38940
Bra007566,AT3G60830
Bra027033,AT1G62600
Bra018699,AT1G23730
Bra024075,AT4G30440
Bra021827,AT2G33100
Bra028356,AT3G24150
Bra008738,AT5G14770
Bra033896,AT3G22970
Bra024827,AT2G02230
Bra012335,AT1G22590
Bra033271,AT1G01300
Bra001093,AT4G04220
Bra000981,AT3G01990
Bra024375,AT5G65290
Bra023270,AT1G32470
Bra032495,AT1G04670
Bra027793,AT1G63690
Bra005745,AT5G02960
Bra030499,AT4G01630
Bra026764,AT2G24840
Bra019026,AT4G27800
Bra000058,AT2G38380
Bra016002,AT1G73260
Bra015869,AT1G75060
Bra009534,AT5G03320
Bra018988,AT1G52780
Bra008661,AT5G15970
Bra012894,AT3G50630
Bra021951,AT5G45220
Bra016763,AT1G12610
Bra032185,AT5G36150
Bra011854,AT4G39550
Bra018405,AT2G29310
Bra011877,AT4G39090
Bra031103,AT2G19780
Bra006908,AT3G52180
Bra027405,AT3G13730
Bra015007,AT3G24160
Bra015957,AT1G73860
Bra030299,AT2G21430
Bra024037,AT4G30890
Bra004700,AT2G42480
Bra036598,AT5G26910
Bra008096,AT1G73410
Bra020598,AT5G27220
Bra040335,AT2G44910
Bra018090,AT3G48000
Bra000251,AT2G42040
Bra013425,AT4G19710
Bra021528,AT3G14060
Bra023233,AT1G33540
Bra014458,AT4G16130
Bra034171,AT3G11230
Bra000789,AT4G04340
Bra008881,AT5G12460
Bra014587,AT1G65870
Bra039800,AT3G53540
Bra035080,AT1G78980
Bra033398,AT1G03430
Bra030649,AT1G06360
Bra029900,AT3G48510
Bra001993,AT1G27090
Bra004036,AT1G68490
Bra034311,AT2G26730
Bra009126,AT5G05690
Bra014438,AT3G61410
Bra012651,AT4G17670
Bra019952,AT1G10270
Bra004609,AT2G41240
Bra040022,AT3G07670
Bra010372,AT4G04960
Bra019929,AT5G18700
Bra022322,AT3G18460
Bra017377,AT2G03680
Bra012845,AT3G51660
Bra037784,AT5G64610
Bra021570,AT3G14690
Bra004793,AT2G43940
Bra034385,AT2G28070
Bra029177,AT5G51300
Bra005801,AT5G04347
Bra010054,AT5G62065
Bra036090,AT3G50560
Bra028296,AT5G52180
Bra037689,AT2G43680
Bra006936,AT5G04220
Bra021701,AT1G80070
Bra011087,AT4G29190
Bra003592,AT1G80920
Bra024317,AT5G64640
Bra038909,AT3G51610
Bra006351,AT5G16380
Bra027530,AT5G44110
Bra005098,AT2G38540
Bra005146,AT2G37960
Bra005470,AT2G33810
Bra009217,AT5G06690
Bra008150,AT3G20820
Bra035163,AT1G80660
Bra031944,AT5G63920
Bra001027,AT3G01015
Bra026952,AT1G12830
Bra012872,AT3G51030
Bra030806,AT1G09932
Bra030716,AT1G08200
Bra021659,AT2G30700
Bra003042,AT5G53640
Bra011084,AT4G29140
Bra039509,AT5G57350
Bra035665,AT2G28830
Bra013419,AT4G19690
Bra016039,AT1G72710
Bra022087,AT5G46960
Bra002594,AT5G59220
Bra000030,AT2G37950
Bra012273,AT1G21270
Bra014831,AT3G51240
Bra027320,AT3G14690
Bra001396,AT3G11230
Bra037486,AT3G01880
Bra013436,AT4G19985
Bra040017,AT3G07570
Bra038125,AT2G06925
Bra009235,AT5G06860
Bra012462,AT1G26230
Bra016772,AT2G24650
Bra001782,AT3G20260
Bra004187,AT1G64820
Bra034036,AT1G66930
Bra034852,AT2G38080
Bra033712,AT5G44005
Bra027687,AT1G64220
Bra025675,AT1G18640
Bra005742,AT5G03140
Bra015135,AT5G48300
Bra023630,AT5G17680
Bra035768,AT3G20580
Bra016012,AT1G73210
Bra005658,AT5G02000
Bra034377,AT2G27920
Bra026098,AT1G15825
Bra010028,AT5G49570
Bra030934,AT1G53470
Bra013341,AT4G18710
Bra029359,AT5G23150
Bra021653,AT2G30600
Bra027442,AT5G42670
Bra028336,AT2G28010
Bra022050,AT5G46960
Bra007020,AT3G53710
Bra028683,AT5G07800
Bra024736,AT4G11320
Bra040086,AT4G32570
Bra027268,AT3G15240
Bra000882,AT4G02405
Bra013059,AT2G16660
Bra011682,AT4G36440
Bra003613,AT1G79310
Bra000372,AT2G45120
Bra019789,AT1G09940
Bra029433,AT1G49360
Bra004661,AT2G41950
Bra012342,AT1G32870
Bra029674,AT3G07750
Bra027668,AT1G63910
Bra026749,AT1G15780
Bra018710,AT1G65500
Bra010530,AT4G35600
Bra012246,AT3G07540
Bra033774,AT3G48080
Bra006981,AT3G53235
Bra015397,AT1G05190
Bra011532,AT4G34420
Bra004764,AT3G07565
Bra031710,AT1G10410
Bra004724,AT2G42690
Bra013644,AT4G22760
Bra024344,AT5G65000
Bra026125,AT1G15510
Bra010047,AT5G61990
Bra010967,AT1G24530
Bra036101,AT5G27380
Bra004545,AT2G46340
Bra029738,AT3G08980
Bra033201,AT4G10030
Bra019739,AT1G12064
Bra014736,AT3G55550
Bra040502,AT3G01230
Bra023765,AT3G23090
Bra032107,AT2G24300
Bra006626,AT5G22450
Bra018152,AT3G47400
Bra010945,AT1G23560
Bra026699,AT1G16916
Bra035703,AT2G28400
Bra024605,AT1G23500
Bra018356,AT2G29890
Bra007350,AT3G57700
Bra038741,AT3G12660
Bra003320,AT2G42380
Bra005332,AT5G66450
Bra032283,AT1G49350
Bra010266,AT4G30935
Bra005303,AT2G36026
Bra019988,AT1G09810
Bra019153,AT4G25570
Bra006843,AT5G56920
Bra009157,AT5G05990
Bra008520,AT4G00520
Bra026286,AT4G28070
Bra002108,AT5G17810
Bra032104,AT2G24330
Bra033649,AT5G42910
Bra017045,AT2G39940
Bra016790,AT1G12100
Bra013571,AT4G21895
Bra003260,AT3G56980
Bra038418,AT1G31330
Bra026840,AT1G14260
Bra027618,AT1G63090
Bra022188,AT3G16940
Bra017266,AT2G36026
Bra008362,AT1G78440
Bra035185,AT1G80390
Bra026722,AT1G16360
Bra025594,AT5G40270
Bra005695,AT5G01110
Bra008558,AT4G02130
Bra010072,AT5G62280
Bra026613,AT2G02160
Bra027140,AT1G60690
Bra001620,AT3G16010
Bra038179,AT4G29090
Bra020062,AT5G19770
Bra010960,AT1G24330
Bra033227,AT1G01840
Bra026471,AT5G24030
Bra014337,AT2G03330
Bra014943,AT3G23370
Bra013900,AT4G25560
Bra008051,AT1G72810
Bra037697,AT2G43630
Bra010195,AT1G33400
Bra037933,AT5G50210
Bra034702,AT3G13140
Bra004641,AT2G41710
Bra014350,AT5G59810
Bra013072,AT2G16430
Bra008667,AT5G15870
Bra037902,AT4G10090
Bra001043,AT3G02380
Bra028989,AT5G55150
Bra034409,AT1G31150
Bra017083,AT2G39310
Bra017013,AT2G40320
Bra033608,AT1G45688
Bra028180,AT5G38380
Bra025412,AT5G38880
Bra023027,AT2G35760
Bra006407,AT5G17420
Bra005839,AT5G05110
Bra024424,AT1G71350
Bra013457,AT4G20325
Bra036713,AT2G19640
Bra016146,AT1G71350
Bra034977,AT3G43800
Bra032332,AT1G29720
Bra019447,AT3G43520
Bra040840,AT4G27970
Bra001306,AT3G09500
Bra024111,AT4G30060
Bra007106,AT3G54860
Bra007217,AT3G56120
Bra001161,AT1G65850
Bra036935,AT1G43900
Bra020664,AT5G49070
Bra009097,AT5G05230
Bra031783,AT1G11800
Bra031480,AT3G62440
Bra034842,AT3G11440
Bra022950,AT2G33690
Bra014780,AT1G65790
Bra015301,AT1G04290
Bra028860,AT5G02880
Bra026317,AT4G27670
Bra023489,AT5G14850
Bra003980,AT1G69780
Bra037213,AT2G13680
Bra019348,AT4G22900
Bra018030,AT3G48870
Bra039209,AT2G23700
Bra032824,AT1G27380
Bra035036,AT1G78420
Bra024264,AT5G64070
Bra016329,AT1G23820
Bra031120,AT5G24150
Bra004852,AT2G44640
Bra030198,AT2G22830
Bra035101,AT1G79230
Bra007514,AT3G60200
Bra025319,AT3G28040
Bra029753,AT3G09220
Bra032503,AT1G04550
Bra030233,AT2G22475
Bra025407,AT3G29970
Bra019238,AT4G24250
Bra012808,AT3G52320
Bra010407,AT4G27320
Bra029884,AT3G10980
Bra005888,AT5G06270
Bra004179,AT4G21380
Bra032555,AT1G03220
Bra038357,AT1G68740
Bra016064,ATCG00790
Bra016741,AT1G13080
Bra033414,AT1G03620
Bra024875,AT2G01570
Bra038817,AT2G18770
Bra029559,AT4G05150
Bra028397,AT5G38060
Bra027395,AT1G04080
Bra018058,AT3G48450
Bra032746,AT4G13820
Bra038872,AT5G44510
Bra036453,AT2G20210
Bra020921,AT4G20200
Bra019044,AT4G27520
Bra010597,AT4G37400
Bra028461,AT2G44860
Bra005772,AT5G03580
Bra013246,AT5G61210
Bra035904,AT5G62180
Bra019022,AT5G01830
Bra007479,AT3G59820
Bra032962,AT3G26932
Bra028385,AT4G22920
Bra017916,AT1G21460
Bra002846,AT5G56120
Bra005043,AT5G65930
Bra010278,AT4G29760
Bra036551,AT5G25790
Bra004373,AT1G69330
Bra014614,AT3G57650
Bra019941,AT1G10330
Bra007031,AT3G53850
Bra039409,AT3G05800
Bra032396,AT1G30510
Bra013297,AT4G18340
Bra040212,AT3G04130
Bra036830,AT3G51200
Bra003537,AT1G79870
Bra027313,AT3G14750
Bra023487,AT5G14780
Bra003924,AT1G71450
Bra010457,AT4G25550
Bra024956,AT5G47200
Bra038574,AT1G61150
Bra036270,AT1G54385
Bra036462,AT2G20310
Bra015939,AT1G74080
Bra028126,AT5G37540
Bra021167,AT3G16175
Bra029343,AT5G60980
Bra005329,AT1G32050
Bra032789,AT5G18880
Bra033012,AT2G46280
Bra016956,AT2G41010
Bra034078,AT3G09690
Bra008968,AT5G11350
Bra015923,AT1G74300
Bra041173,AT4G16420
Bra009260,AT5G07470
Bra034429,AT1G35180
Bra004841,AT2G44500
Bra036563,AT5G26170
Bra004738,AT2G43040
Bra007784,AT2G25620
Bra019977,AT1G09900
Bra036418,AT3G03980
Bra020081,AT5G20040
Bra004065,AT1G67880
Bra006453,AT4G24840
Bra032386,AT1G30410
Bra019286,AT3G15980
Bra004099,AT1G67220
Bra010061,AT5G57200
Bra037661,AT2G44210
Bra024756,AT1G25380
Bra033332,AT1G02560
Bra024804,AT2G02820
Bra014658,AT3G56970
Bra035759,AT3G20650
Bra029494,AT5G13790
Bra010749,AT3G46100
Bra022196,AT3G17100
Bra020036,AT5G19370
Bra040762,AT2G29090
Bra017023,AT2G40230
Bra014161,AT1G48900
Bra006910,AT3G52200
Bra040792,AT1G47230
Bra040117,AT3G05040
Bra026160,AT1G15170
Bra019632,AT3G53020
Bra003697,AT1G76952
Bra016733,AT1G13340
Bra007200,AT3G55920
Bra014463,AT2G45540
Bra023868,AT3G21670
Bra041164,AT2G20110
Bra029251,AT2G31050
Bra028557,AT4G40030
Bra017818,AT4G37330
Bra017875,AT4G39890
Bra037976,AT1G54220
Bra011116,AT4G29480
Bra039358,AT3G12960
Bra036671,AT3G24620
Bra018550,AT1G09140
Bra019003,AT1G52980
Bra025548,AT5G40770
Bra007161,AT3G55430
Bra039989,AT2G31470
Bra001986,AT5G42180
Bra037366,AT2G44700
Bra008346,AT1G78110
Bra007755,AT3G53690
Bra019867,AT1G11330
Bra026295,AT4G27950
Bra030528,AT1G03310
Bra009668,AT5G23290
Bra033972,AT1G67920
Bra003735,AT1G75950
Bra009343,AT5G08480
Bra035974,AT5G43320
Bra026896,AT1G13600
Bra001186,AT3G06190
Bra028147,AT5G37740
Bra016785,AT1G12220
Bra022799,AT2G30440
Bra011561,AT4G34770
Bra009814,AT5G25080
Bra010698,AT5G10720
Bra011629,AT4G35680
Bra015751,AT1G76410
Bra009715,AT5G23930
Bra011044,AT4G04955
Bra032088,AT2G24490
Bra005479,AT5G43060
Bra034795,AT3G11964
Bra032735,AT4G13780
Bra019072,AT4G27070
Bra027054,AT5G49760
Bra029413,AT1G70960
Bra032958,AT3G26840
Bra028992,AT5G55070
Bra005541,AT2G32950
Bra010178,AT1G32640
Bra027291,AT3G14960
Bra031531,AT1G60060
Bra036901,AT2G31470
Bra030110,AT1G28650
Bra003859,AT1G73030
Bra011070,AT4G28940
Bra005654,AT2G31580
Bra020410,AT5G57820
Bra001155,AT3G05580
Bra039819,AT2G14760
Bra019062,AT4G27250
Bra003569,AT1G80490
Bra003796,AT1G74510
Bra025577,AT5G40420
Bra024153,AT4G29210
Bra035194,AT1G80130
Bra005508,AT2G33310
Bra009824,AT5G25190
Bra040452,AT1G63610
Bra015480,AT1G06170
Bra015853,AT1G75280
Bra038030,AT2G35040
Bra028117,AT5G37460
Bra030518,AT1G03050
Bra031246,AT3G21000
Bra037424,AT5G33393
Bra032625,AT4G07950
Bra009679,AT5G23395
Bra008853,AT5G13140
Bra003110,AT1G63440
Bra005092,AT2G38640
Bra023587,AT5G16890
Bra040041,AT3G07940
Bra035215,AT4G11560
Bra030179,AT1G29880
Bra029189,AT3G42565
Bra011332,AT4G32280
Bra035954,AT5G60890
Bra039047,AT3G28740
Bra036129,AT3G04620
Bra008119,AT5G62510
Bra016799,AT1G12000
Bra019355,AT4G22810
Bra019961,AT1G10140
Bra001372,AT3G10650
Bra013712,AT4G23590
Bra034763,AT3G12290
Bra034614,AT2G27960
Bra006397,AT5G17330
Bra032074,AT5G12260
Bra012936,AT5G61620
Bra029222,AT5G63490
Bra023381,AT5G12900
Bra035505,AT1G32920
Bra039443,AT3G05380
Bra037432,AT5G49190
Bra020794,AT3G05960
Bra022152,AT5G47720
Bra037097,AT1G55860
Bra011225,AT4G30825
Bra028838,AT5G03350
Bra025711,AT1G19140
Bra003289,AT3G57610
Bra016380,AT1G78300
Bra014520,AT3G59990
Bra035871,AT5G62960
Bra033291,AT1G01060
Bra029601,AT3G06730
Bra004593,AT2G40970
Bra016273,AT1G26480
Bra037199,AT2G11810
Bra034178,AT4G03020
Bra011304,AT4G31850
Bra007599,AT3G61380
Bra031920,AT5G64410
Bra018628,AT1G08390
Bra018429,AT1G10640
Bra014609,AT3G57710
Bra002976,AT5G54580
Bra024835,AT1G14590
Bra025888,AT2G17700
Bra038287,AT3G45410
Bra003652,AT1G78240
Bra009047,AT5G10250
Bra023602,AT5G17220
Bra041108,AT1G26670
Bra027180,AT3G16250
Bra011024,AT4G28420
Bra017357,AT5G47550
Bra031588,AT1G07640
Bra002797,AT5G56720
Bra005608,AT2G27780
Bra040856,AT1G22490
Bra016154,AT1G71220
Bra033008,AT3G27400
Bra029197,AT5G10880
Bra015996,AT1G73360
Bra007365,AT3G57890
Bra018413,AT1G11040
Bra024322,AT5G64700
Bra003353,AT1G31740
Bra023321,AT5G11340
Bra039795,AT5G27260
Bra031206,AT2G21630
Bra030885,AT1G55140
Bra023816,AT3G22620
Bra009784,AT2G18540
Bra023632,AT5G17680
Bra022426,AT3G19460
Bra023570,AT5G16560
Bra017291,AT2G35800
Bra040388,AT1G38131
Bra024798,AT1G06220
Bra002583,AT5G59050
Bra029863,AT3G10750
Bra009663,AT5G66070
Bra030507,AT1G02660
Bra000237,AT2G41710
Bra008352,unknown
Bra018386,AT2G29450
Bra005054,AT2G39300
Bra009405,AT5G04990
Bra031379,AT4G24470
Bra019931,AT2G43130
Bra031045,AT1G18730
Bra035522,AT5G36260
Bra021716,AT2G31305
Bra036643,AT4G12040
Bra040105,AT4G17010
Bra028899,AT5G01380
Bra016852,AT1G11120
Bra031765,AT1G11330
Bra031110,AT2G20080
Bra012741,AT4G16143
Bra039574,AT1G36150
Bra005842,AT5G05140
Bra017677,AT4G34770
Bra035114,AT1G79400
Bra025699,AT5G48120
Bra000890,AT5G38700
Bra027078,AT1G61730
Bra038775,AT4G21430
Bra030280,AT2G21720
Bra033083,AT3G29090
Bra024740,AT1G25520
Bra017202,AT2G37210
Bra025012,AT5G46590
Bra011934,AT2G28670
Bra005918,AT5G06860
Bra001970,AT4G34450
Bra030764,AT1G09220
Bra017901,AT1G59610
Bra006069,AT5G10630
Bra033171,AT4G10450
Bra013916,AT4G25750
Bra018392,AT5G65940
Bra032764,AT5G04560
Bra004087,AT1G67420
Bra030072,AT1G28100
Bra008769,AT5G14260
Bra026835,AT1G14360
Bra021607,AT2G21950
Bra005933,AT5G07350
Bra018137,AT3G47520
Bra024546,AT5G42500
Bra021378,AT3G03010
Bra017835,AT4G37580
Bra002195,AT5G18940
Bra016425,AT1G76970
Bra002165,AT5G44630
Bra009031,AT5G10440
Bra034683,AT3G13350
Bra003991,AT1G69620
Bra026805,AT1G14760
Bra029795,AT3G09840
Bra026412,AT4G26670
Bra025791,AT5G66540
Bra032518,AT1G04300
Bra018312,AT2G30480
Bra037542,AT3G19030
